ID,Date,Open,High,Low,Close,Volume,Complete,Created_at,Updated_at
82825,"2024-04-25 00:20:00",155.012,155.016,155.01,155.01,95,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82826,"2024-04-25 00:21:00",155.01,155.012,155.009,155.01,71,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82827,"2024-04-25 00:22:00",155.01,155.026,155.009,155.024,78,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82828,"2024-04-25 00:23:00",155.024,155.028,155.023,155.026,68,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82829,"2024-04-25 00:24:00",155.026,155.04,155.022,155.038,123,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82830,"2024-04-25 00:25:00",155.038,155.056,155.037,155.038,79,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82831,"2024-04-25 00:26:00",155.038,155.061,155.035,155.06,60,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82832,"2024-04-25 00:27:00",155.06,155.07,155.05,155.055,93,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82833,"2024-04-25 00:28:00",155.055,155.063,155.055,155.061,100,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82834,"2024-04-25 00:29:00",155.061,155.073,155.061,155.07,37,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82835,"2024-04-25 00:30:00",155.07,155.077,155.067,155.074,77,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82836,"2024-04-25 00:31:00",155.074,155.074,155.06,155.066,87,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82837,"2024-04-25 00:32:00",155.066,155.074,155.064,155.07,109,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82838,"2024-04-25 00:33:00",155.07,155.072,155.059,155.067,101,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82839,"2024-04-25 00:34:00",155.067,155.083,155.065,155.081,85,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82840,"2024-04-25 00:35:00",155.081,155.085,155.077,155.084,83,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82841,"2024-04-25 00:36:00",155.084,155.092,155.082,155.091,56,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82842,"2024-04-25 00:37:00",155.091,155.094,155.09,155.09,87,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82843,"2024-04-25 00:38:00",155.09,155.094,155.084,155.084,44,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82844,"2024-04-25 00:39:00",155.084,155.086,155.066,155.077,77,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82845,"2024-04-25 00:40:00",155.077,155.081,155.077,155.08,43,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82846,"2024-04-25 00:41:00",155.08,155.08,155.067,155.068,47,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82847,"2024-04-25 00:42:00",155.068,155.081,155.066,155.079,49,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82848,"2024-04-25 00:43:00",155.079,155.082,155.078,155.081,39,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82849,"2024-04-25 00:44:00",155.081,155.098,155.08,155.096,98,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82850,"2024-04-25 00:45:00",155.096,155.117,155.09,155.116,62,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82851,"2024-04-25 00:46:00",155.116,155.122,155.098,155.101,76,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82852,"2024-04-25 00:47:00",155.101,155.131,155.1,155.131,48,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82853,"2024-04-25 00:48:00",155.131,155.132,155.125,155.131,22,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82854,"2024-04-25 00:49:00",155.131,155.131,155.12,155.121,40,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82855,"2024-04-25 00:50:00",155.121,155.13,155.12,155.123,50,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82856,"2024-04-25 00:51:00",155.123,155.136,155.12,155.135,36,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82857,"2024-04-25 00:52:00",155.135,155.136,155.122,155.128,39,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82858,"2024-04-25 00:53:00",155.128,155.13,155.108,155.108,116,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82859,"2024-04-25 00:54:00",155.108,155.114,155.106,155.109,62,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82860,"2024-04-25 00:55:00",155.109,155.122,155.109,155.12,45,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82861,"2024-04-25 00:56:00",155.12,155.129,155.12,155.121,57,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82862,"2024-04-25 00:57:00",155.121,155.124,155.115,155.12,83,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82863,"2024-04-25 00:58:00",155.12,155.12,155.112,155.118,74,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82864,"2024-04-25 00:59:00",155.118,155.12,155.112,155.118,55,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82865,"2024-04-25 01:00:00",155.118,155.122,155.112,155.116,86,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82866,"2024-04-25 01:01:00",155.116,155.117,155.108,155.11,72,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82867,"2024-04-25 01:02:00",155.11,155.111,155.102,155.104,38,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82868,"2024-04-25 01:03:00",155.104,155.107,155.098,155.104,49,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82869,"2024-04-25 01:04:00",155.104,155.116,155.1,155.115,43,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82870,"2024-04-25 01:05:00",155.115,155.12,155.115,155.119,47,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82871,"2024-04-25 01:06:00",155.119,155.119,155.112,155.117,46,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82872,"2024-04-25 01:07:00",155.117,155.117,155.112,155.114,85,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82873,"2024-04-25 01:08:00",155.114,155.12,155.114,155.12,30,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82874,"2024-04-25 01:09:00",155.12,155.132,155.12,155.132,42,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82875,"2024-04-25 01:10:00",155.132,155.134,155.116,155.116,54,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82876,"2024-04-25 01:11:00",155.116,155.129,155.116,155.128,51,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82877,"2024-04-25 01:12:00",155.128,155.132,155.126,155.126,34,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82878,"2024-04-25 01:13:00",155.126,155.127,155.114,155.116,96,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82879,"2024-04-25 01:14:00",155.116,155.12,155.116,155.12,35,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82880,"2024-04-25 01:15:00",155.12,155.12,155.112,155.116,78,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82881,"2024-04-25 01:16:00",155.116,155.126,155.114,155.126,56,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82882,"2024-04-25 01:17:00",155.126,155.134,155.124,155.133,65,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82883,"2024-04-25 01:18:00",155.133,155.134,155.12,155.12,46,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82884,"2024-04-25 01:19:00",155.12,155.13,155.12,155.128,69,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82885,"2024-04-25 01:20:00",155.128,155.132,155.126,155.131,42,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82886,"2024-04-25 01:21:00",155.131,155.132,155.128,155.13,33,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82887,"2024-04-25 01:22:00",155.13,155.132,155.129,155.13,17,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82888,"2024-04-25 01:23:00",155.13,155.134,155.128,155.131,34,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82889,"2024-04-25 01:24:00",155.131,155.131,155.124,155.128,57,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82890,"2024-04-25 01:25:00",155.128,155.129,155.114,155.118,62,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82891,"2024-04-25 01:26:00",155.118,155.12,155.112,155.115,38,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82892,"2024-04-25 01:27:00",155.115,155.12,155.112,155.12,57,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82893,"2024-04-25 01:28:00",155.12,155.12,155.112,155.115,23,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82894,"2024-04-25 01:29:00",155.115,155.119,155.114,155.119,32,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82895,"2024-04-25 01:30:00",155.119,155.12,155.098,155.098,93,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82896,"2024-04-25 01:31:00",155.098,155.099,155.078,155.096,59,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82897,"2024-04-25 01:32:00",155.096,155.096,155.092,155.095,40,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82898,"2024-04-25 01:33:00",155.095,155.1,155.08,155.083,49,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82899,"2024-04-25 01:34:00",155.083,155.084,155.078,155.079,62,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82900,"2024-04-25 01:35:00",155.079,155.08,155.064,155.07,42,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82901,"2024-04-25 01:36:00",155.07,155.09,155.07,155.086,46,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82902,"2024-04-25 01:37:00",155.086,155.088,155.081,155.082,55,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82903,"2024-04-25 01:38:00",155.082,155.087,155.078,155.083,66,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82904,"2024-04-25 01:39:00",155.083,155.084,155.077,155.084,65,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82905,"2024-04-25 01:40:00",155.084,155.094,155.081,155.092,63,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82906,"2024-04-25 01:41:00",155.092,155.095,155.092,155.094,36,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82907,"2024-04-25 01:42:00",155.094,155.098,155.09,155.09,46,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82908,"2024-04-25 01:43:00",155.09,155.092,155.09,155.092,34,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82909,"2024-04-25 01:44:00",155.092,155.098,155.092,155.096,38,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82910,"2024-04-25 01:45:00",155.096,155.096,155.089,155.089,39,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82911,"2024-04-25 01:46:00",155.089,155.093,155.084,155.09,41,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82912,"2024-04-25 01:47:00",155.09,155.104,155.09,155.103,47,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82913,"2024-04-25 01:48:00",155.103,155.11,155.1,155.103,32,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82914,"2024-04-25 01:49:00",155.103,155.109,155.102,155.108,37,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82915,"2024-04-25 01:50:00",155.108,155.118,155.104,155.104,55,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82916,"2024-04-25 01:51:00",155.104,155.11,155.104,155.106,37,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82917,"2024-04-25 01:52:00",155.106,155.106,155.096,155.098,42,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82918,"2024-04-25 01:53:00",155.098,155.104,155.096,155.102,57,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82919,"2024-04-25 01:54:00",155.102,155.115,155.102,155.115,46,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82920,"2024-04-25 01:55:00",155.115,155.122,155.114,155.116,66,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82921,"2024-04-25 01:56:00",155.116,155.12,155.116,155.12,65,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82922,"2024-04-25 01:57:00",155.12,155.123,155.117,155.122,47,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82923,"2024-04-25 01:58:00",155.122,155.133,155.1,155.102,107,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82924,"2024-04-25 01:59:00",155.102,155.118,155.102,155.115,67,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82925,"2024-04-25 02:00:00",155.115,155.117,155.104,155.107,70,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82926,"2024-04-25 02:01:00",155.107,155.12,155.105,155.118,55,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82927,"2024-04-25 02:02:00",155.118,155.13,155.102,155.102,112,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82928,"2024-04-25 02:03:00",155.102,155.118,155.102,155.112,113,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82929,"2024-04-25 02:04:00",155.112,155.114,155.092,155.094,72,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82930,"2024-04-25 02:05:00",155.094,155.098,155.088,155.096,81,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82931,"2024-04-25 02:06:00",155.096,155.106,155.095,155.106,68,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82932,"2024-04-25 02:07:00",155.106,155.106,155.102,155.106,99,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82933,"2024-04-25 02:08:00",155.106,155.122,155.104,155.122,70,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82934,"2024-04-25 02:09:00",155.122,155.132,155.12,155.129,110,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82935,"2024-04-25 02:10:00",155.129,155.131,155.126,155.129,60,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82936,"2024-04-25 02:11:00",155.129,155.129,155.116,155.119,99,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82937,"2024-04-25 02:12:00",155.119,155.12,155.116,155.12,58,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82938,"2024-04-25 02:13:00",155.12,155.134,155.119,155.126,97,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82939,"2024-04-25 02:14:00",155.126,155.126,155.114,155.114,68,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82940,"2024-04-25 02:15:00",155.114,155.125,155.112,155.125,64,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82941,"2024-04-25 02:16:00",155.125,155.128,155.124,155.126,23,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82942,"2024-04-25 02:17:00",155.126,155.126,155.121,155.125,39,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82943,"2024-04-25 02:18:00",155.125,155.132,155.124,155.131,41,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82944,"2024-04-25 02:19:00",155.131,155.131,155.126,155.128,24,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82945,"2024-04-25 02:20:00",155.128,155.131,155.128,155.13,27,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82946,"2024-04-25 02:21:00",155.13,155.13,155.124,155.124,26,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82947,"2024-04-25 02:22:00",155.124,155.126,155.114,155.114,43,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82948,"2024-04-25 02:23:00",155.114,155.118,155.114,155.116,22,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82949,"2024-04-25 02:24:00",155.116,155.119,155.112,155.119,36,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82950,"2024-04-25 02:25:00",155.119,155.13,155.118,155.13,35,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82951,"2024-04-25 02:26:00",155.13,155.141,155.13,155.139,43,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82952,"2024-04-25 02:27:00",155.139,155.168,155.138,155.168,34,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82953,"2024-04-25 02:28:00",155.168,155.18,155.168,155.178,49,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82954,"2024-04-25 02:29:00",155.178,155.318,155.178,155.26,332,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82955,"2024-04-25 02:30:00",155.26,155.307,155.26,155.302,125,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82956,"2024-04-25 02:31:00",155.302,155.308,155.28,155.28,121,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82957,"2024-04-25 02:32:00",155.28,155.284,155.276,155.284,126,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82958,"2024-04-25 02:33:00",155.284,155.336,155.284,155.334,105,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82959,"2024-04-25 02:34:00",155.334,155.344,155.321,155.332,92,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82960,"2024-04-25 02:35:00",155.332,155.334,155.313,155.317,48,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82961,"2024-04-25 02:36:00",155.317,155.332,155.308,155.324,107,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82962,"2024-04-25 02:37:00",155.324,155.336,155.314,155.315,99,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82963,"2024-04-25 02:38:00",155.315,155.316,155.307,155.308,62,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82964,"2024-04-25 02:39:00",155.308,155.31,155.288,155.291,45,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82965,"2024-04-25 02:40:00",155.291,155.31,155.291,155.304,78,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82966,"2024-04-25 02:41:00",155.304,155.342,155.304,155.342,92,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82967,"2024-04-25 02:42:00",155.342,155.378,155.342,155.36,101,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82968,"2024-04-25 02:43:00",155.36,155.361,155.335,155.344,97,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82969,"2024-04-25 02:44:00",155.344,155.344,155.325,155.326,52,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82970,"2024-04-25 02:45:00",155.326,155.337,155.326,155.336,85,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82971,"2024-04-25 02:46:00",155.336,155.336,155.318,155.32,65,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82972,"2024-04-25 02:47:00",155.32,155.32,155.285,155.3,98,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82973,"2024-04-25 02:48:00",155.3,155.308,155.297,155.3,87,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82974,"2024-04-25 02:49:00",155.3,155.31,155.296,155.305,106,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82975,"2024-04-25 02:50:00",155.305,155.306,155.298,155.304,58,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82976,"2024-04-25 02:51:00",155.304,155.317,155.302,155.316,51,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82977,"2024-04-25 02:52:00",155.316,155.316,155.308,155.308,48,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82978,"2024-04-25 02:53:00",155.308,155.32,155.308,155.318,60,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82979,"2024-04-25 02:54:00",155.318,155.332,155.316,155.316,61,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82980,"2024-04-25 02:55:00",155.316,155.318,155.305,155.305,65,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82981,"2024-04-25 02:56:00",155.305,155.309,155.294,155.295,28,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82982,"2024-04-25 02:57:00",155.295,155.302,155.278,155.294,74,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82983,"2024-04-25 02:58:00",155.294,155.3,155.28,155.292,83,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82984,"2024-04-25 02:59:00",155.292,155.294,155.289,155.29,54,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82985,"2024-04-25 03:00:00",155.29,155.294,155.281,155.292,69,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82986,"2024-04-25 03:01:00",155.292,155.292,155.266,155.272,87,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82987,"2024-04-25 03:02:00",155.272,155.272,155.265,155.268,51,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82988,"2024-04-25 03:03:00",155.268,155.271,155.25,155.257,73,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82989,"2024-04-25 03:04:00",155.257,155.257,155.248,155.249,60,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82990,"2024-04-25 03:05:00",155.249,155.26,155.249,155.256,59,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82991,"2024-04-25 03:06:00",155.256,155.261,155.251,155.26,83,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82992,"2024-04-25 03:07:00",155.26,155.272,155.258,155.27,76,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82993,"2024-04-25 03:08:00",155.27,155.272,155.261,155.264,46,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82994,"2024-04-25 03:09:00",155.264,155.271,155.262,155.27,38,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82995,"2024-04-25 03:10:00",155.27,155.27,155.268,155.27,12,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82996,"2024-04-25 03:11:00",155.27,155.27,155.268,155.269,19,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82997,"2024-04-25 03:12:00",155.269,155.272,155.268,155.272,25,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82998,"2024-04-25 03:13:00",155.272,155.272,155.268,155.27,35,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
82999,"2024-04-25 03:14:00",155.27,155.272,155.268,155.272,29,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
83000,"2024-04-25 03:15:00",155.272,155.272,155.268,155.27,36,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
83001,"2024-04-25 03:16:00",155.27,155.272,155.268,155.27,25,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
83002,"2024-04-25 03:17:00",155.27,155.272,155.256,155.259,92,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
83003,"2024-04-25 03:18:00",155.259,155.262,155.256,155.26,42,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
83004,"2024-04-25 03:19:00",155.26,155.262,155.258,155.26,60,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
83005,"2024-04-25 03:20:00",155.26,155.261,155.256,155.256,72,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
83006,"2024-04-25 03:21:00",155.256,155.258,155.244,155.246,69,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
83007,"2024-04-25 03:22:00",155.246,155.247,155.242,155.245,43,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
83008,"2024-04-25 03:23:00",155.245,155.261,155.244,155.26,38,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
83009,"2024-04-25 03:24:00",155.26,155.292,155.26,155.284,39,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
83010,"2024-04-25 03:25:00",155.284,155.308,155.282,155.294,64,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
83011,"2024-04-25 03:26:00",155.294,155.294,155.278,155.28,82,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
83012,"2024-04-25 03:27:00",155.28,155.282,155.277,155.28,74,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
83013,"2024-04-25 03:28:00",155.28,155.286,155.28,155.281,81,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
83014,"2024-04-25 03:29:00",155.281,155.282,155.272,155.279,100,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
83015,"2024-04-25 03:30:00",155.279,155.3,155.279,155.299,71,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
83016,"2024-04-25 03:31:00",155.299,155.313,155.295,155.306,111,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
83017,"2024-04-25 03:32:00",155.306,155.322,155.306,155.321,110,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
83018,"2024-04-25 03:33:00",155.321,155.336,155.318,155.32,153,1,"2024-04-28 20:00:48","2024-04-28 20:00:48"
